id;nomenclaturalCode;eventDate;language;type;verbatimSRS;catalogNumber;continent;identifiedBy;coordinateUncertaintyInMeters;recordedBy;datasetID;rightsHolder;eventID;decimalLongitude;institutionCode;datasetName;verbatimCoordinates;modified;samplingProtocol;scientificName;ownerInstitutionCode;verbatimCoordinateSystem;countryCode;geodeticDatum;individualCount;basisOfRecord;taxonRank;lifeStage;decimalLatitude;scientificNameAuthorship;rights
INBO:NBN:BFN0017900000RWQ;ICZN;28/05/1998;nl;Event;BD72;BFN0017900000RWQ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MZ298;5.74746;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;246811.85, 186626;28/05/1998;pitfall trap;Tachys parvulus;INBO;Lambert 72;BE;WGS84;1;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 0";50.98178;(Duftschmid, 1812);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RWR;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RWR;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Amara aulica;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";50.96863;(Panzer, 1797);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RWS;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RWS;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Amara bifrons;INBO;Lambert 72;BE;WGS84;8;HumanObservation;species;"Adult: 4; Adult Male: 1; Adult Female: 3";50.96863;(Gyllenhal, 1810);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RWT;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RWT;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Amara similata;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 0; Adult Female: 2";50.96863;(Gyllenhal, 1810);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RWU;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RWU;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Bembidion atrocoeruleum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";50.96863;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RWV;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RWV;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;18;HumanObservation;species;"Adult Male: 8; Adult Female: 1; Adult: 9";50.96863;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RWW;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RWW;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Bembidion tetracolum;INBO;Lambert 72;BE;WGS84;22;HumanObservation;species;"Adult: 11; Adult Male: 4; Adult Female: 7";50.96863;(Say, 1823);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RWX;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RWX;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Harpalus rufipes;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 2; Adult Female: 0";50.96863;(De Geer, 1774);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RWY;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RWY;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Lionychus quadrillum;INBO;Lambert 72;BE;WGS84;11;HumanObservation;species;"Adult: 11; Adult Male: 0; Adult Female: 0";50.96863;(Duftschmid, 1812);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RWZ;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RWZ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Loricera pilicornis;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";50.96863;(Fabricius, 1775);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX0;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RX0;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Pterostichus cupreus;INBO;Lambert 72;BE;WGS84;1;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 0";50.96863;(Linnaeus, 1758);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX1;ICZN;18/08/1998;nl;Event;BD72;BFN0017900000RX1;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME498;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;18/08/1998;pitfall trap;Pterostichus melanarius;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";50.96863;(Illiger, 1798);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX2;ICZN;5/06/1998;nl;Event;BD72;BFN0017900000RX2;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;5/06/1998;pitfall trap;Agonum dorsale;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.00270;(Pontoppidan, 1763);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX3;ICZN;5/06/1998;nl;Event;BD72;BFN0017900000RX3;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;5/06/1998;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;10;HumanObservation;species;"Adult: 5; Adult Male: 3; Adult Female: 2";51.00270;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX4;ICZN;5/06/1998;nl;Event;BD72;BFN0017900000RX4;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;5/06/1998;pitfall trap;Bembidion atrocoeruleum;INBO;Lambert 72;BE;WGS84;8;HumanObservation;species;"Adult: 4; Adult Male: 3; Adult Female: 1";51.00270;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX5;ICZN;5/06/1998;nl;Event;BD72;BFN0017900000RX5;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;5/06/1998;pitfall trap;Bembidion decorum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.00270;(Zenker, 1801);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX6;ICZN;5/06/1998;nl;Event;BD72;BFN0017900000RX6;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;5/06/1998;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;72;HumanObservation;species;"Adult: 36; Adult Male: 22; Adult Female: 14";51.00270;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX7;ICZN;5/06/1998;nl;Event;BD72;BFN0017900000RX7;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;5/06/1998;pitfall trap;Bembidion lampros;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.00270;(Herbst, 1784);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX8;ICZN;5/06/1998;nl;Event;BD72;BFN0017900000RX8;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;5/06/1998;pitfall trap;Bembidion tetracolum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";51.00270;(Say, 1823);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RX9;ICZN;5/06/1998;nl;Event;BD72;BFN0017900000RX9;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;5/06/1998;pitfall trap;Tachys parvulus;INBO;Lambert 72;BE;WGS84;1;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 0";51.00270;(Duftschmid, 1812);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXA;ICZN;8/07/1999;nl;Event;BD72;BFN0017900000RXA;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME399;5.72183;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245057.58, 184107.64;8/07/1999;pitfall trap;Bembidion atrocoeruleum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 2; Adult Female: 0";50.95944;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXB;ICZN;8/07/1999;nl;Event;BD72;BFN0017900000RXB;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME399;5.72183;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245057.58, 184107.64;8/07/1999;pitfall trap;Bembidion decorum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";50.95944;(Zenker, 1801);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXC;ICZN;8/07/1999;nl;Event;BD72;BFN0017900000RXC;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME399;5.72183;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245057.58, 184107.64;8/07/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult Male: 2; Adult Female: 0; Adult: 2";50.95944;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXD;ICZN;14/09/1999;nl;Event;BD72;BFN0017900000RXD;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW199;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;14/09/1999;pitfall trap;Bembidion tetracolum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.00270;(Say, 1823);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXE;ICZN;8/07/1999;nl;Event;BD72;BFN0017900000RXE;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;8/07/1999;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";50.96863;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXF;ICZN;8/07/1999;nl;Event;BD72;BFN0017900000RXF;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;8/07/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;8;HumanObservation;species;"Adult: 4; Adult Male: 2; Adult Female: 2";50.96863;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXG;ICZN;8/07/1999;nl;Event;BD72;BFN0017900000RXG;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;8/07/1999;pitfall trap;Bembidion quadrimaculatum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";50.96863;(Linnaeus, 1761);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXH;ICZN;8/07/1999;nl;Event;BD72;BFN0017900000RXH;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;8/07/1999;pitfall trap;Lionychus quadrillum;INBO;Lambert 72;BE;WGS84;1;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 0";50.96863;(Duftschmid, 1812);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXI;ICZN;8/07/1999;nl;Event;BD72;BFN0017900000RXI;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;8/07/1999;pitfall trap;Tachys parvulus;INBO;Lambert 72;BE;WGS84;5;HumanObservation;species;"Adult: 5; Adult Male: 0; Adult Female: 0";50.96863;(Duftschmid, 1812);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXJ;ICZN;3/07/1998;nl;Event;BD72;BFN0017900000RXJ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;3/07/1998;pitfall trap;Agonum dorsale;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 2; Adult Female: 0";51.00270;(Pontoppidan, 1763);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXK;ICZN;3/07/1998;nl;Event;BD72;BFN0017900000RXK;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;3/07/1998;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;6;HumanObservation;species;"Adult Male: 2; Adult Female: 1; Adult: 3";51.00270;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXL;ICZN;3/07/1998;nl;Event;BD72;BFN0017900000RXL;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;3/07/1998;pitfall trap;Bembidion decorum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.00270;(Zenker, 1801);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXM;ICZN;3/07/1998;nl;Event;BD72;BFN0017900000RXM;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;3/07/1998;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;12;HumanObservation;species;"Adult: 6; Adult Male: 2; Adult Female: 4";51.00270;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXN;ICZN;3/07/1998;nl;Event;BD72;BFN0017900000RXN;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;3/07/1998;pitfall trap;Bembidion lampros;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.00270;(Herbst, 1784);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXO;ICZN;3/07/1998;nl;Event;BD72;BFN0017900000RXO;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;3/07/1998;pitfall trap;Bembidion tetracolum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";51.00270;(Say, 1823);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXP;ICZN;3/07/1998;nl;Event;BD72;BFN0017900000RXP;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;3/07/1998;pitfall trap;Chlaenius nitidulus;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.00270;(Schrank, 1781);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXQ;ICZN;3/07/1998;nl;Event;BD72;BFN0017900000RXQ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;3/07/1998;pitfall trap;Tachys parvulus;INBO;Lambert 72;BE;WGS84;3;HumanObservation;species;"Adult: 3; Adult Male: 0; Adult Female: 0";51.00270;(Duftschmid, 1812);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXR;ICZN;22/06/1999;nl;Event;BD72;BFN0017900000RXR;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;22/06/1999;pitfall trap;Bembidion atrocoeruleum;INBO;Lambert 72;BE;WGS84;30;HumanObservation;species;"Adult: 15; Adult Male: 2; Adult Female: 13";50.96863;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXS;ICZN;22/06/1999;nl;Event;BD72;BFN0017900000RXS;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;22/06/1999;pitfall trap;Bembidion decorum;INBO;Lambert 72;BE;WGS84;8;HumanObservation;species;"Adult: 4; Adult Male: 2; Adult Female: 2";50.96863;(Zenker, 1801);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXT;ICZN;22/06/1999;nl;Event;BD72;BFN0017900000RXT;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;22/06/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;58;HumanObservation;species;"Adult: 29; Adult Male: 4; Adult Female: 25";50.96863;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXU;ICZN;22/06/1999;nl;Event;BD72;BFN0017900000RXU;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;22/06/1999;pitfall trap;Bembidion properans;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";50.96863;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXV;ICZN;22/06/1999;nl;Event;BD72;BFN0017900000RXV;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;22/06/1999;pitfall trap;Bembidion punctulatum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";50.96863;(Drapiez, 1820);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXW;ICZN;22/06/1999;nl;Event;BD72;BFN0017900000RXW;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;22/06/1999;pitfall trap;Bembidion testaceum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";50.96863;(Duftschmid, 1812);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXX;ICZN;22/06/1999;nl;Event;BD72;BFN0017900000RXX;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;ME499;5.72892;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;245537.26, 185139.33;22/06/1999;pitfall trap;Lionychus quadrillum;INBO;Lambert 72;BE;WGS84;10;HumanObservation;species;"Adult: 10; Adult Male: 0; Adult Female: 0";50.96863;(Duftschmid, 1812);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXY;ICZN;25/06/1998;nl;Event;BD72;BFN0017900000RXY;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;25/06/1998;pitfall trap;Agonum dorsale;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.00270;(Pontoppidan, 1763);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RXZ;ICZN;25/06/1998;nl;Event;BD72;BFN0017900000RXZ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;25/06/1998;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;6;HumanObservation;species;"Adult: 3; Adult Male: 2; Adult Female: 1";51.00270;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RY0;ICZN;25/06/1998;nl;Event;BD72;BFN0017900000RY0;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;25/06/1998;pitfall trap;Amara similata;INBO;Lambert 72;BE;WGS84;6;HumanObservation;species;"Adult: 3; Adult Male: 1; Adult Female: 2";51.00270;(Gyllenhal, 1810);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000RY1;ICZN;25/06/1998;nl;Event;BD72;BFN0017900000RY1;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;MW298;5.76680;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;248125.67, 188978.02;25/06/1998;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;6;HumanObservation;species;"Adult: 3; Adult Male: 2; Adult Female: 1";51.00270;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
