id;nomenclaturalCode;eventDate;language;type;verbatimSRS;catalogNumber;continent;identifiedBy;coordinateUncertaintyInMeters;recordedBy;datasetID;rightsHolder;eventID;decimalLongitude;institutionCode;datasetName;verbatimCoordinates;modified;samplingProtocol;scientificName;ownerInstitutionCode;verbatimCoordinateSystem;countryCode;geodeticDatum;individualCount;basisOfRecord;taxonRank;lifeStage;decimalLatitude;scientificNameAuthorship;rights
INBO:NBN:BFN0017900000PBI;ICZN;2/07/1999;nl;Event;BD72;BFN0017900000PBI;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;2/07/1999;pitfall trap;Agonum dorsale;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 0; Adult Female: 2";51.05933;(Pontoppidan, 1763);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBJ;ICZN;2/07/1999;nl;Event;BD72;BFN0017900000PBJ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;2/07/1999;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBK;ICZN;2/07/1999;nl;Event;BD72;BFN0017900000PBK;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;2/07/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBL;ICZN;2/07/1999;nl;Event;BD72;BFN0017900000PBL;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;2/07/1999;pitfall trap;Bembidion properans;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBM;ICZN;13/07/1999;nl;Event;BD72;BFN0017900000PBM;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;13/07/1999;pitfall trap;Bembidion atrocoeruleum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBN;ICZN;13/07/1999;nl;Event;BD72;BFN0017900000PBN;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;13/07/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBO;ICZN;13/07/1999;nl;Event;BD72;BFN0017900000PBO;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;13/07/1999;pitfall trap;Bembidion quadrimaculatum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 2; Adult Female: 0";51.05933;(Linnaeus, 1761);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBP;ICZN;1/07/1999;nl;Event;BD72;BFN0017900000PBP;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;1/07/1999;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBQ;ICZN;1/07/1999;nl;Event;BD72;BFN0017900000PBQ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;1/07/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBR;ICZN;1/07/1999;nl;Event;BD72;BFN0017900000PBR;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;1/07/1999;pitfall trap;Bembidion punctulatum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";51.05933;(Drapiez, 1820);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBS;ICZN;1/07/1999;nl;Event;BD72;BFN0017900000PBS;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;1/07/1999;pitfall trap;Bembidion tetracolum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Say, 1823);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBT;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PBT;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Agonum dorsale;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Pontoppidan, 1763);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBU;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PBU;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Agonum marginatum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Linnaeus, 1758);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBV;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PBV;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 0; Adult Female: 2";51.05933;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBW;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PBW;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;16;HumanObservation;species;"Adult: 8; Adult Male: 5; Adult Female: 3";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBX;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PBX;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Bembidion properans;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBY;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PBY;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Bembidion tetracolum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Say, 1823);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PBZ;ICZN;13/07/1999;nl;Event;BD72;BFN0017900000PBZ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;13/07/1999;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 2; Adult Female: 0";51.05933;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC0;ICZN;13/07/1999;nl;Event;BD72;BFN0017900000PC0;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;13/07/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;6;HumanObservation;species;"Adult: 3; Adult Male: 3; Adult Female: 0";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC1;ICZN;13/07/1999;nl;Event;BD72;BFN0017900000PC1;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;13/07/1999;pitfall trap;Bembidion quadrimaculatum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Linnaeus, 1761);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC2;ICZN;26/07/1999;nl;Event;BD72;BFN0017900000PC2;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;26/07/1999;pitfall trap;Bembidion atrocoeruleum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult Female: 1; Adult: 1; Adult Male: 0";51.05933;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC3;ICZN;26/07/1999;nl;Event;BD72;BFN0017900000PC3;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;26/07/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC4;ICZN;26/07/1999;nl;Event;BD72;BFN0017900000PC4;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;26/07/1999;pitfall trap;Bembidion quadrimaculatum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Linnaeus, 1761);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC5;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PC5;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 1; Adult Female: 1";51.05933;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC6;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PC6;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;18;HumanObservation;species;"Adult: 9; Adult Male: 3; Adult Female: 6";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC7;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PC7;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Bembidion lampros;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Herbst, 1784);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC8;ICZN;3/07/1999;nl;Event;BD72;BFN0017900000PC8;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;3/07/1999;pitfall trap;Bembidion properans;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PC9;ICZN;14/07/1999;nl;Event;BD72;BFN0017900000PC9;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;14/07/1999;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult Male: 0; Adult Female: 1; Adult: 1";51.05933;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCA;ICZN;14/07/1999;nl;Event;BD72;BFN0017900000PCA;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;14/07/1999;pitfall trap;Bembidion quadrimaculatum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult Female: 0; Adult: 1; Adult Male: 1";51.05933;(Linnaeus, 1761);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCB;ICZN;14/07/1999;nl;Event;BD72;BFN0017900000PCB;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;14/07/1999;pitfall trap;Harpalus rufipes;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(De Geer, 1774);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCC;ICZN;28/06/1999;nl;Event;BD72;BFN0017900000PCC;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;28/06/1999;pitfall trap;Agonum dorsale;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Pontoppidan, 1763);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCD;ICZN;28/06/1999;nl;Event;BD72;BFN0017900000PCD;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;28/06/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;4;HumanObservation;species;"Adult: 2; Adult Male: 2; Adult Female: 0";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCE;ICZN;28/06/1999;nl;Event;BD72;BFN0017900000PCE;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;28/06/1999;pitfall trap;Bembidion properans;INBO;Lambert 72;BE;WGS84;8;HumanObservation;species;"Adult: 4; Adult Male: 4; Adult Female: 0";51.05933;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCF;ICZN;28/06/1999;nl;Event;BD72;BFN0017900000PCF;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;28/06/1999;pitfall trap;Bembidion tetracolum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Say, 1823);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCG;ICZN;28/06/1999;nl;Event;BD72;BFN0017900000PCG;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;28/06/1999;pitfall trap;Harpalus rufipes;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(De Geer, 1774);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCH;ICZN;30/06/1999;nl;Event;BD72;BFN0017900000PCH;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;30/06/1999;pitfall trap;Tachys micros;INBO;Lambert 72;BE;WGS84;1;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 0";51.05933;(Fischer von Waldheim, 1828);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCI;ICZN;14/06/1999;nl;Event;BD72;BFN0017900000PCI;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;14/06/1999;pitfall trap;Agonum marginatum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult Female: 0; Adult: 1; Adult Male: 1";51.05933;(Linnaeus, 1758);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCJ;ICZN;14/06/1999;nl;Event;BD72;BFN0017900000PCJ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;14/06/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;6;HumanObservation;species;"Adult: 3; Adult Male: 1; Adult Female: 2";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCK;ICZN;14/06/1999;nl;Event;BD72;BFN0017900000PCK;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;14/06/1999;pitfall trap;Bembidion properans;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 1; Adult Female: 0";51.05933;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCL;ICZN;14/06/1999;nl;Event;BD72;BFN0017900000PCL;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;14/06/1999;pitfall trap;Bembidion punctulatum;INBO;Lambert 72;BE;WGS84;6;HumanObservation;species;"Adult: 3; Adult Male: 2; Adult Female: 1";51.05933;(Drapiez, 1820);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCM;ICZN;14/06/1999;nl;Event;BD72;BFN0017900000PCM;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;14/06/1999;pitfall trap;Bembidion tetracolum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Say, 1823);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCN;ICZN;14/06/1999;nl;Event;BD72;BFN0017900000PCN;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;14/06/1999;pitfall trap;Panagaeus bipustulatus;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Fabricius, 1775);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCO;ICZN;29/06/1999;nl;Event;BD72;BFN0017900000PCO;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;29/06/1999;pitfall trap;Agonum dorsale;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Pontoppidan, 1763);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCP;ICZN;29/06/1999;nl;Event;BD72;BFN0017900000PCP;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;29/06/1999;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCQ;ICZN;29/06/1999;nl;Event;BD72;BFN0017900000PCQ;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL599;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;29/06/1999;pitfall trap;Bembidion properans;INBO;Lambert 72;BE;WGS84;6;HumanObservation;species;"Adult: 3; Adult Male: 3; Adult Female: 0";51.05933;(Stephens, 1829);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCR;ICZN;30/06/1999;nl;Event;BD72;BFN0017900000PCR;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;30/06/1999;pitfall trap;Agonum muelleri;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Herbst, 1785);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCS;ICZN;30/06/1999;nl;Event;BD72;BFN0017900000PCS;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;30/06/1999;pitfall trap;Bembidion femoratum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Sturm, 1825);http://creativecommons.org/licenses/by-nc-sa/3.0/
INBO:NBN:BFN0017900000PCT;ICZN;30/06/1999;nl;Event;BD72;BFN0017900000PCT;Europe;Stijn Vanacker;30;Stijn Vanacker;http://dataset.inbo.be/kevers-grensmaas-occurrences;INBO;EL499;5.79648;INBO;Loopkevers aan de Grensmaas: Carabid beetles near the river Meuse;250088.01, 195316.51;30/06/1999;pitfall trap;Bembidion punctulatum;INBO;Lambert 72;BE;WGS84;2;HumanObservation;species;"Adult: 1; Adult Male: 0; Adult Female: 1";51.05933;(Drapiez, 1820);http://creativecommons.org/licenses/by-nc-sa/3.0/
